"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Inbetriebnahmedatum der Einheit am aktuellen Standort";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Gemeinde";"Landkreis";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Überwiegende Nutzungsart der Fläche vor Errichtung";"Bereich der überwiegenden Nutzungsart der Fläche vor Errichtung";"Größe der in Anspruch genommenen Fläche in Hektar";"Zusätzliche Merkmale der Fläche und der aktuellen Flächennutzung";"Technologie der Stromerzeugung";"Volleinspeisung oder Teileinspeisung";"Art der Solaranlage";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Hauptneigungswinkel der Solar-Module";"Nutzungsbereich des Gebäudes mit Solaranlage";"Name des Solarparks";"Lichte Höhe in Meter";"Name des Windparks";"Wind an Land oder auf See";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"MaStR-Nr. der Speichereinheit";"Speichertechnologie";"Nutzbare Speicherkapazität in kWh";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Installierte Leistung der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW"
"SEE909672112502";"1011564";"In Betrieb";"Wind";"3050";"3050";"12/21/2021";"";"12/30/2021";"Brandenburg";"14822";"Niederwerbig";"";"";"Niederwerbig";"Flur3: 25";"12069402";"Mühlenfließ";"Potsdam-Mittelmark";"52,101268";"12,790817";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"1011564";"Windkraft an Land";"135";"101";"ENERCON GmbH";"E-101";"";"";"";"";"12/19/2024";"";"";"Windpark GmbH & Co. Niederwerbig KG";"ABR991034293844";"SGE912208354659";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL927992782083";"EEG936425292501";"E4186001S000000000000125159100007";"12/21/2021";"3050";"WIN21-2/043,";"";"";"";""
"SEE998079166430";"Windkraftanlage V18228";"In Betrieb";"Wind";"2000";"2000";"11/12/2004";"";"11/12/2020";"Brandenburg";"16792";"Zehdenick";"";"";"Mildenberg";"Flur 007, Flurstück 277 (alt Flur 7, Flurstück 161)";"12065356";"Zehdenick";"Oberhavel";"52,996607";"13,288349";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Mildenberg";"Windkraft an Land";"100";"80";"Vestas Deutschland GmbH";"V80";"";"";"";"";"3/18/2026";"";"";"Windenergie Rosenau-Reishaus W.R. GmbH & Co. KG";"ABR986542903644";"SGE983547937919";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL982590875612";"EEG996130436850";"E41860010000000000602125814200013";"11/12/2004";"2000";"";"";"";"";""
"SEE970615593979";"Wilhelmshof E 48 WEA 1";"In Betrieb";"Wind";"800";"800";"6/24/2010";"";"11/12/2020";"Brandenburg";"17291";"Prenzlau";"";"";"Wilhelmshof";"2 Flurstück  87, 88";"12073452";"Prenzlau";"Uckermark";"53,340559";"13,740004";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Wilhelmshof E 48 WEA 1";"Windkraft an Land";"76";"48";"ENERCON GmbH";"E 48";"";"";"";"";"8/5/2021";"";"";"Fleigele GmbH & Co. KG";"ABR938495417983";"SGE983662009485";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL951921368949";"EEG964509638204";"E41860010000000000602162148000006";"6/24/2010";"800";"";"";"";"";""
"SEE907257690698";"Wilhelmshof E 48 WEA 2";"In Betrieb";"Wind";"800";"800";"6/24/2010";"";"11/12/2020";"Brandenburg";"17291";"Prenzlau";"";"";"Wilhelmshof";"2 Flurstück 67";"12073452";"Prenzlau";"Uckermark";"53,342224";"13,741938";"";"";"";"";"Horizontalläufer";"";"";"";"";"";"";"";"";"Wilhelmshof E 48 WEA 2";"Windkraft an Land";"76";"48";"ENERCON GmbH";"E 48";"";"";"";"";"8/5/2021";"";"";"Fleigele GmbH & Co. KG";"ABR938495417983";"SGE983662009485";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL951921368949";"EEG957682896479";"E41860010000000000602162148000007";"6/24/2010";"800";"";"";"";"";""
"SEE907181080831";"Wilhelmshof E 48 WEA 3";"In Betrieb";"Wind";"800";"800";"6/24/2010";"";"11/12/2020";"Brandenburg";"17291";"Prenzlau";"";"";"Wilhelmshof";"2 Flurstück 13";"12073452";"Prenzlau";"Uckermark";"53,340275";"13,748889";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Wilhelmshof E 48 WEA 3";"Windkraft an Land";"76";"48";"ENERCON GmbH";"E 48";"";"";"";"";"8/5/2021";"";"";"Fleigele GmbH & Co. KG";"ABR938495417983";"SGE983662009485";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL951921368949";"EEG969552019253";"E41860010000000000602162148000008";"6/24/2010";"800";"";"";"";"";""
"SEE979931002356";"Wilhelmshof E 48 WEA 4";"In Betrieb";"Wind";"800";"800";"6/24/2010";"";"11/12/2020";"Brandenburg";"17291";"Prenzlau";"";"";"Wilhelmshof";"2 Flurstück 67";"12073452";"Prenzlau";"Uckermark";"53,34444";"13,748332";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Wilhelmshof E 48 WEA 4";"Windkraft an Land";"76";"48";"ENERCON GmbH";"E 48";"";"";"";"";"8/5/2021";"";"";"Fleigele GmbH & Co. KG";"ABR938495417983";"SGE983662009485";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL951921368949";"EEG946996247633";"E41860010000000000602162148000009";"6/24/2010";"800";"";"";"";"";""
"SEE967197552944";"Basedow II E 53 WEA 1";"In Betrieb";"Wind";"800";"800";"3/12/2015";"";"11/13/2020";"Brandenburg";"17291";"Prenzlau";"";"";"Basedow";"1 Flurstück 26/4";"12073452";"Prenzlau";"Uckermark";"53,339395";"13,767164";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Basedow II E 53 WEA 1";"Windkraft an Land";"73";"53";"ENERCON GmbH";"E 53";"";"";"";"";"7/29/2025";"";"";"A & A Windkraft GbR";"ABR995491507476";"SGE906413813513";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL951921368949";"EEG943139987852";"E41860010000000000602162148000015";"3/12/2015";"800";"";"";"";"";""
"SEE996537159505";"Basedow II E 53 WEA 2";"In Betrieb";"Wind";"800";"800";"3/12/2015";"";"11/13/2020";"Brandenburg";"17291";"Prenzlau";"";"";"Basedow";"1 Flurstück 91";"12073452";"Prenzlau";"Uckermark";"53,341502";"13,77532";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Basedow II E 53 WEA 2";"Windkraft an Land";"73";"53";"ENERCON GmbH";"E 53";"";"";"";"";"7/29/2025";"";"";"A & A Windkraft GbR";"ABR995491507476";"SGE906413813513";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL951921368949";"EEG958008803799";"E41860010000000000602162148000016";"3/12/2015";"800";"";"";"";"";""
"SEE969191229419";"WEA 08, Serien-Nr. 1150012";"In Betrieb";"Wind";"3000";"3000";"9/23/2016";"";"11/19/2020";"Brandenburg";"14929";"Treuenbrietzen";"Alte Dorfstraße";"bei 59 a";"";"";"12069632";"Treuenbrietzen";"Potsdam-Mittelmark";"52,020694";"12,833329";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Feldheim V";"Windkraft an Land";"149";"115,7";"ENERCON GmbH";"E-115 FTQ";"";"";"";"";"2/10/2025";"";"";"Windbetrieb WEA Wolke 1 GmbH & Co. KG";"ABR944010535599";"SGE940207316989";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL931529164624";"EEG996628645214";"E4186001EA01000000000078378000001";"9/23/2016";"3000";"";"";"";"";""
"SEE968369238147";"Windkraftanlage V20102";"In Betrieb";"Wind";"2000";"2000";"11/11/2004";"";"11/20/2020";"Brandenburg";"16792";"Zehdenick";"";"";"Mildenberg";"Flur 007, Flst. 163";"12065356";"Zehdenick";"Oberhavel";"53,000405";"13,28269";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Mildenberg";"Windkraft an Land";"100";"80";"Vestas Deutschland GmbH";"V80";"";"";"";"";"9/22/2022";"";"";"Windpark Wriezener Höhe GmbH & Co. KG";"ABR924674808260";"SGE980254437268";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL982590875612";"EEG920720333779";"E41860010000000000602125814200012";"11/11/2004";"2000";"";"";"";"";""
"SEE992964040393";"Windkraftanlage V20622";"In Betrieb";"Wind";"2000";"2000";"12/31/2004";"";"11/20/2020";"Brandenburg";"16792";"Zehdenick";"";"";"Mildenberg";"Flur 007, Flst. 190";"12065356";"Zehdenick";"Oberhavel";"52,997416";"13,27895";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Mildenberg";"Windkraft an Land";"100";"80";"Vestas Deutschland GmbH";"V80";"";"";"";"";"11/14/2022";"";"";"Windpark Wriezener Höhe GmbH & Co. KG";"ABR924674808260";"SGE980254437268";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL982590875612";"EEG962876460053";"E41860010000000000602125814200015";"12/31/2004";"2000";"";"";"";"";""
"SEE949710155146";"Windkraftanlage V20623";"In Betrieb";"Wind";"2000";"2000";"12/30/2004";"";"11/20/2020";"Brandenburg";"16792";"Zehdenick";"";"";"Mildenberg";"Flur 007, Flst. 292   (alt Flur 007, Flst. 170)";"12065356";"Zehdenick";"Oberhavel";"52,994413";"13,28147";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Mildenberg";"Windkraft an Land";"100";"80";"Vestas Deutschland GmbH";"V80";"";"";"";"";"9/22/2022";"";"";"Windpark Wriezener Höhe GmbH & Co. KG";"ABR924674808260";"SGE980254437268";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL982590875612";"EEG935821560962";"E41860010000000000602125814200014";"12/30/2004";"2000";"";"";"";"";""
"SEE996298126105";"WeMüMüTEE";"In Betrieb";"Wind";"600";"600";"12/12/2001";"";"11/19/2020";"Brandenburg";"16945";"Marienfließ";"";"";"Frehne";"Flur3. Flurstück:3";"12070266";"Marienfließ";"Prignitz";"53,306198";"12,186222";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Frehne-Nord";"Windkraft an Land";"75";"48";"Jacobs Energie GmbH";"48/600";"";"";"";"";"4/10/2026";"";"";"Frehne Nordwind";"ABR905431595791";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"In Prüfung";"Hochspannung";"SEL941611717737";"EEG945667910562";"E41860010000000000602125812700006";"12/12/2001";"600";"";"";"";"";""
"SEE933135627883";"WKA II";"In Betrieb";"Wind";"2300";"2300";"5/8/2013";"";"11/20/2020";"Brandenburg";"16928";"Gerdshagen";"";"";"Gerdshagen";"Flur 2 Flurstück 244/2";"12070096";"Gerdshagen";"Prignitz";"53,233819";"12,212194";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Gerdshagen/Falkenhagen";"Windkraft an Land";"138";"82";"ENERCON GmbH";"E-82";"";"";"";"";"3/23/2022";"";"";"Windpark Gerdshagen/Falkenhagen GmbH & Co. KG";"ABR911586981037";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL993566398417";"EEG931553168148";"";"5/8/2013";"2300";"";"";"";"";""
"SEE966164581000";"VaMüTEE";"In Betrieb";"Wind";"600";"600";"12/6/2001";"";"11/19/2020";"Brandenburg";"16945";"Marienfließ";"";"";"Frehne";"Flur:3. Flurstück:4/1";"12070266";"Marienfließ";"Prignitz";"53,303587";"12,178023";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Frehne-Nord";"Windkraft an Land";"75";"48";"Jacobs Energie GmbH";"48/600";"";"";"";"";"3/24/2026";"";"";"Frehne Nordwind";"ABR909425627550";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL941611717737";"EEG913125144316";"E41860010000000000602125812700005";"12/6/2001";"600";"";"";"";"";""
"SEE916087740329";"VaTEE";"In Betrieb";"Wind";"600";"600";"12/5/2001";"";"11/19/2020";"Brandenburg";"16945";"Marienfließ";"";"";"Frehne";"Flur:3. Flurstück:77";"12070266";"Marienfließ";"Prignitz";"53,301035";"12,179637";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Frehne-Nord";"Windkraft an Land";"75";"48";"bwu Brandenburgische Wind- und Umwelttechnologien GmbH";"48/600";"";"";"";"";"3/24/2026";"";"";"Frehne Nordwind";"ABR991166444268";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL941611717737";"EEG929743338761";"E41860010000000000602125812700004";"12/5/2001";"600";"";"";"";"";""
"SEE921978316651";"TEEVaWe";"In Betrieb";"Wind";"600";"600";"12/12/2001";"";"11/19/2020";"Brandenburg";"16945";"Marienfließ";"";"";"Frehne";"Flur:2. Flurstück: 77";"12070266";"Marienfließ";"Prignitz";"53,305369";"12,181723";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Frehne-Nord";"Windkraft an Land";"75";"48";"bwu Brandenburgische Wind- und Umwelttechnologien GmbH";"48/600";"";"";"";"";"11/18/2021";"";"";"Frehne Nordwind";"ABR933885478483";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"In Prüfung";"Hochspannung";"SEL941611717737";"EEG993115537991";"E41860010000000000602125812700007";"12/12/2001";"600";"";"";"";"";""
"SEE918880541240";"VaWeTEE";"In Betrieb";"Wind";"600";"600";"12/12/2001";"";"11/19/2020";"Brandenburg";"16945";"Marienfließ";"";"";"Frehne";"Flur:3. Flurstück: 93";"12070266";"Marienfließ";"Prignitz";"53,303254";"12,186924";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Frehne-Nord";"Windkraft an Land";"75";"48";"bwu Brandenburgische Wind- und Umwelttechnologien GmbH";"48/600";"";"";"";"";"3/27/2026";"";"";"Frehne Nordwind";"ABR921604688046";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL941611717737";"EEG941774851804";"E41860010000000000602125812700008";"12/12/2001";"600";"";"";"";"";""
"SEE921326034930";"V66 - 1,75 VCS Nr. 11747";"In Betrieb";"Wind";"1650";"1650";"4/25/2001";"";"11/20/2020";"Brandenburg";"15345";"Rehfelde";"Liebenberger Weg";"1";"";"";"12064408";"Rehfelde";"Märkisch-Oderland";"52,498333";"13,929972";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WKN Windkraft Nord GmbH &Co. Windpark Zinndorf KG";"Windkraft an Land";"78";"66";"Vestas Deutschland GmbH";"V66  - 1.750";"";"";"";"";"12/8/2021";"";"";"WKN Windkraft Nord GmbH &. Co. Windpark Zinndorf KG";"ABR946864111783";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL941993095959";"EEG979427014399";"E41860010000000000602127994200009";"4/25/2001";"1650";"";"";"";"";""
"SEE959261769174";"WEA01";"In Betrieb";"Wind";"1500";"1500";"6/1/2004";"";"11/23/2020";"Brandenburg";"16928";"Pritzwalk";"Tannenkoppelweg";"10 u";"";"";"12070316";"Pritzwalk";"Prignitz";"53,234167";"12,274444";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WP Rohlsdorf";"Windkraft an Land";"64,7";"70,5";"GE Wind Energy GmbH";"B1500 cs";"";"";"";"";"1/8/2026";"";"";"ENOVA Windpark Rohlsdorf GmbH & Co. KG";"ABR924402562334";"SGE988443814821";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"In Prüfung";"Hochspannung";"SEL965115420726";"EEG965522851649";"E41860010000000000602146505200001";"6/1/2004";"1500";"";"";"";"";""
"SEE931718682618";"WEA02";"In Betrieb";"Wind";"1500";"1500";"6/1/2004";"";"11/23/2020";"Brandenburg";"16928";"Pritzwalk";"Tannenkoppelweg";"10 u";"";"";"12070316";"Pritzwalk";"Prignitz";"53,237222";"12,275278";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WP Rohlsdorf";"Windkraft an Land";"64,7";"70,5";"GE Wind Energy GmbH";"B1500 cs";"";"";"";"";"1/8/2026";"";"";"ENOVA Windpark Rohlsdorf GmbH & Co. KG";"ABR924402562334";"SGE984134652307";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"In Prüfung";"Hochspannung";"SEL967402442275";"EEG930615053231";"E41860010000000000602146505200002";"6/1/2004";"1500";"";"";"";"";""
"SEE995223955711";"WEA01";"In Betrieb";"Wind";"1500";"1500";"12/1/2003";"";"11/23/2020";"Brandenburg";"14797";"Kloster Lehnin";"Neue Straße";"40";"";"";"12069306";"Kloster Lehnin";"Potsdam-Mittelmark";"52,33";"12,618056";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WP Prützke";"Windkraft an Land";"100";"77";"GE Wind Energy GmbH";"B1500 csl";"";"";"";"";"6/11/2021";"";"";"Umwelt Windrad UWR UG (haftungsbeschränkt) & Co. Prützke/Rohlsdorf KG";"ABR982672964777";"SGE902695782325";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL907838862780";"EEG956565554260";"E41860010000000000602150947000001";"12/1/2003";"1500";"";"";"";"";""
"SEE995487763138";"WEA 07, Serien-Nr. 1150011";"In Betrieb";"Wind";"3000";"3000";"2/18/2016";"";"11/23/2020";"Brandenburg";"14929";"Treuenbrietzen";"";"";"Gemarkung Feldheim";"Flur 6, Flurstück 83";"12069632";"Treuenbrietzen";"Potsdam-Mittelmark";"52,008127";"12,835304";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Feldheim V";"Windkraft an Land";"149";"115,7";"ENERCON GmbH";"E-115 FTQ";"";"";"";"";"3/6/2025";"";"";"Windpark GmbH & Co. Feldheim IX KG";"ABR927852466030";"SGE954766068456";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL931529164624";"EEG958121120094";"E4186001EA01000000000078378100001";"2/18/2016";"3000";"";"";"";"";""
"SEE952820097664";"WS2 Gerdshagen";"In Betrieb";"Wind";"2300";"2300";"4/25/2013";"";"11/24/2020";"Brandenburg";"16928";"Gerdshagen";"";"";"Zernitz";"Flur 6 Flurstück2/3";"12070096";"Gerdshagen";"Prignitz";"53,124335";"12,13071";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Gerdhagen/Falkenhagen";"Windkraft an Land";"138";"82";"ENERCON GmbH";"Enercon E82 E2";"";"";"";"";"6/27/2025";"";"";"Windpark Gerdshagen/Falkenhagen I GmbH & Co. KG";"ABR939693515808";"SGE905960226128";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"In Prüfung";"Hochspannung";"SEL932492754676";"EEG934818886801";"E4186001EA01000000000045402300003";"4/25/2013";"2300";"";"";"";"";""
"SEE901561712985";"WEA02";"In Betrieb";"Wind";"1500";"1500";"1/1/2004";"";"11/23/2020";"Brandenburg";"14797";"Kloster Lehnin";"Neue Straße";"40";"";"";"12069306";"Kloster Lehnin";"Potsdam-Mittelmark";"52,328333";"12,624722";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WP Prützke";"Windkraft an Land";"100";"77";"GE Wind Energy GmbH";"B1500 csl";"";"";"";"";"6/1/2021";"";"";"Umwelt Windrad UWR UG (haftungsbeschränkt) & Co. Prützke/Rohlsdorf KG";"ABR982672964777";"SGE957960017008";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL907838862780";"EEG952826728739";"E41860010000000000602150947000002";"1/1/2004";"1500";"";"";"";"";""
"SEE969326428823";"WEA03";"In Betrieb";"Wind";"1500";"1500";"3/1/2004";"";"11/23/2020";"Brandenburg";"14797";"Kloster Lehnin";"Neue Straße";"40";"";"";"12069306";"Kloster Lehnin";"Potsdam-Mittelmark";"52,329167";"12,631944";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WP Prützke";"Windkraft an Land";"100";"77";"GE Wind Energy GmbH";"B1500 csl";"";"";"";"";"6/1/2021";"";"";"Umwelt Windrad UWR UG (haftungsbeschränkt) & Co. Prützke/Rohlsdorf KG";"ABR982672964777";"SGE946277787872";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL907838862780";"EEG939885794172";"E41860010000000000602150947000003";"3/1/2004";"1500";"";"";"";"";""
"SEE914370794936";"WEA04";"In Betrieb";"Wind";"1500";"1500";"3/1/2004";"";"11/23/2020";"Brandenburg";"14797";"Kloster Lehnin";"Neue Straße";"40";"";"";"12069306";"Kloster Lehnin";"Potsdam-Mittelmark";"52,332778";"12,638333";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WP Prützke";"Windkraft an Land";"100";"77";"GE Wind Energy GmbH";"B1500 csl";"";"";"";"";"6/1/2021";"";"";"Umwelt Windrad UWR UG (haftungsbeschränkt) & Co. Prützke/Rohlsdorf KG";"ABR982672964777";"SGE931213067446";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL907838862780";"EEG989670191822";"E41860010000000000602150947000004";"3/1/2004";"1500";"";"";"";"";""
"SEE984444480386";"G02 Groß Pinnow 02";"In Betrieb";"Wind";"2000";"2000";"3/20/2009";"";"11/23/2020";"Brandenburg";"16306";"Hohenselchow-Groß Pinnow";"";"";"Hohenselchow-Groß Pinnow";"3/523";"12073097";"Casekow";"Uckermark";"53,168486";"14,264796";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Hohenfelde III";"Windkraft an Land";"100";"82";"Senvion Deutschland GmbH";"Senvion MM82/82/2000";"";"";"";"";"8/22/2025";"";"";"Windpark Hohenfelde III GmbH & Co. KG";"ABR939120272243";"SGE952862064297";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL946360652124";"EEG971486174182";"E40450010000000000000080942000133";"3/20/2009";"2050";"";"";"";"";""
"SEE946887718488";"G04 Groß Pinnow 04";"In Betrieb";"Wind";"2000";"2000";"3/11/2009";"";"11/23/2020";"Brandenburg";"16306";"Hohenselchow-Groß Pinnow";"";"";"Hohenselchow-Groß Pinnow";"3/528";"12073097";"Casekow";"Uckermark";"53,165715";"14,267397";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Hohenfelde III";"Windkraft an Land";"100";"82";"Senvion Deutschland GmbH";"Senvion MM82/82/2000";"";"";"";"";"12/1/2022";"";"";"Windpark Hohenfelde III GmbH & Co. KG";"ABR939120272243";"SGE952862064297";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL946360652124";"EEG951444144518";"E40450010000000000000080944000124";"3/11/2009";"2050";"";"";"";"";""
"SEE965178639158";"G07 Groß Pinnow 07";"In Betrieb";"Wind";"2000";"2000";"3/25/2009";"";"11/23/2020";"Brandenburg";"16306";"Hohenselchow-Groß Pinnow";"";"";"Hohenselchow-Groß Pinnow";"3/524";"12073097";"Casekow";"Uckermark";"53,167923";"14,270523";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Hohenfelde III";"Windkraft an Land";"100";"82";"Senvion Deutschland GmbH";"Senvion MM82/82/2000";"";"";"";"";"8/22/2025";"";"";"Windpark Hohenfelde III GmbH & Co. KG";"ABR939120272243";"SGE952862064297";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL946360652124";"EEG924828623985";"E40450010000000000000080945000127";"3/25/2009";"2050";"";"";"";"";""
"SEE963324318957";"126001";"In Betrieb";"Wind";"3500";"3500";"2/28/2017";"";"11/24/2020";"Brandenburg";"04895";"Kölsa";"Mühlenweg";"901";"";"";"12062128";"Falkenberg/Elster";"Elbe-Elster";"51,5691";"13,194953";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Kölsa";"Windkraft an Land";"137";"126";"eno energy GmbH";"eno 126-3.5";"";"";"";"";"11/24/2025";"";"";"EKM-StromVerbund Ein Unternahmen der Evangelischen Kirche in Mitteldeutschland";"ABR976661322297";"SGE973694535076";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Hochspannung";"SEL976181524775";"EEG965863160431";"E41081010000000000000000000246950";"2/28/2017";"3500";"";"";"";"";""
"SEE951836598950";"WP Werder 18887";"In Betrieb";"Wind";"2000";"2000";"8/1/2004";"";"11/24/2020";"Brandenburg";"15345";"Rehfelde";"Liebenbergerweg";"1";"";"";"12064408";"Rehfelde";"Märkisch-Oderland";"52,507162";"13,965082";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WP Werder 18887";"Windkraft an Land";"100";"80";"Vestas Deutschland GmbH";"V80";"";"";"";"";"12/7/2020";"";"";"BMV Energie GmbH & Co. KG";"ABR991489271343";"SGE906932116966";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL908785622502";"EEG907089244830";"E41860010000000000602146343000001";"8/1/2004";"2000";"";"";"";"";""
